DomainID	PDB	SCOPID	SCOPClass	Length	Suprekingdom	TaxaID	TaxaName
d2hnga1	2hng	d.33.1.2	Alpha and beta (a+b)	124	bacteria	170187	Streptococcus pneumoniae TIGR4
d2hnua_	2hnu	b.9.1.1	All beta	83	eukaryota	9913	Bos taurus
d2hpja_	2hpj	d.314.1.1	Alpha and beta (a+b)	99	eukaryota	10090	Mus musculus
d2hq4a1	2hq4	d.342.1.1	Alpha and beta (a+b)	149	archaea	53953	Pyrococcus horikoshii
d2hqsa2	2hqs	c.51.2.1	Alpha and beta (a/b)	139	bacteria	562	Escherichia coli
d2hqsc_	2hqs	d.79.7.1	Alpha and beta (a+b)	107	bacteria	562	Escherichia coli
d2hs1a_	2hs1	b.50.1.1	All beta	99	viruses	11676	Human immunodeficiency virus 1
d2huha1	2huh	b.7.5.1	All beta	147	bacteria	818	Bacteroides thetaiotaomicron
d2huja1	2huj	a.24.26.1	All alpha	120	bacteria	1642	Listeria innocua
d2hw4a1	2hw4	d.322.1.1	Alpha and beta (a+b)	110	eukaryota	9606	Homo sapiens
d2hxma_	2hxm	c.18.1.1	Alpha and beta (a/b)	223	eukaryota	9606	Homo sapiens
d2hy5a1	2hy5	c.114.1.1	Alpha and beta (a/b)	130	bacteria	1049	Allochromatium vinosum
d2i06a_	2i06	e.2.1.1	Multi-domain proteins (alpha and beta)	305	bacteria	562	Escherichia coli
d2i0za2	2i0z	e.74.1.1	Multi-domain proteins (alpha and beta)	165	bacteria	1396	Bacillus cereus
d2i15a1	2i15	a.291.1.1	All alpha	122	bacteria	2104	Mycoplasma pneumoniae
d2i1sa1	2i1s	d.343.1.1	Alpha and beta (a+b)	178	archaea	192952	Methanosarcina mazei Go1
d2i53a1	2i53	a.74.1.1	All alpha	144	eukaryota	9606	Homo sapiens
d2i5ha1	2i5h	e.71.1.1	Multi-domain proteins (alpha and beta)	178	archaea	2234	Archaeoglobus fulgidus
d2i5ua1	2i5u	a.275.1.1	All alpha	74	bacteria	226185	Enterococcus faecalis V583
d2i5vo_	2i5v	b.76.1.1	All beta	246	bacteria	139	Borreliella burgdorferi
d2i71a1	2i71	e.72.1.1	Multi-domain proteins (alpha and beta)	368	archaea	273057	Saccharolobus solfataricus P2
d2i9ia1	2i9i	c.51.6.1	Alpha and beta (a/b)	221	bacteria	210	Helicobacter pylori
d2i9wa2	2i9w	g.74.1.1	Small proteins	39	bacteria	334543	Psychrobacter arcticus
d2i9xa1	2i9x	d.366.1.1	Alpha and beta (a+b)	84	bacteria	176280	Staphylococcus epidermidis ATCC 12228
d2ia1a1	2ia1	d.359.1.1	Alpha and beta (a+b)	165	bacteria	86665	Bacillus halodurans
d2ia7a1	2ia7	d.373.1.1	Alpha and beta (a+b)	111	bacteria	35554	Geobacter sulfurreducens
d2iafa1	2iaf	d.81.2.1	Alpha and beta (a+b)	140	bacteria	446	Legionella pneumophila
d2iaya1	2iay	d.376.1.1	Alpha and beta (a+b)	113	bacteria	1590	Lactobacillus plantarum
d2ic2a1	2ic2	b.1.2.1	All beta	101	eukaryota	7227	Drosophila melanogaster
d2icha1	2ich	b.176.1.1	All beta	320	bacteria	915	Nitrosomonas europaea
d2icua_	2icu	d.303.1.0	Alpha and beta (a+b)	210	bacteria	83333	Escherichia coli K-12
d2icwg_	2icw	a.202.1.1	All alpha	213	eukaryota	9606	Homo sapiens
d2idob_	2ido	a.237.1.1	All alpha	75	bacteria	562	Escherichia coli
d2ih2a2	2ih2	d.287.1.1	Alpha and beta (a+b)	170	bacteria	271	Thermus aquaticus
d2ii1a_	2ii1	b.23.3.0	All beta	297	bacteria	86665	Bacillus halodurans
d2in5a1	2in5	b.177.1.1	All beta	195	bacteria	83333	Escherichia coli K-12
d2inwa1	2inw	d.110.8.1	Alpha and beta (a+b)	117	bacteria	623	Shigella flexneri
d2ivya_	2ivy	d.58.58.1	Alpha and beta (a+b)	88	archaea	273057	Saccharolobus solfataricus P2
d2iwka1	2iwk	b.69.3.1	All beta	459	bacteria	223	Achromobacter cycloclastes
d2izxa_	2izx	a.31.1.1	All alpha	39	eukaryota	9606	Homo sapiens
d2j4wd1	2j4w	g.61.1.1	Small proteins	34	eukaryota	5855	Plasmodium vivax
d2j5ya_	2j5y	a.8.1.2	All alpha	61	bacteria	1260	Finegoldia magna
d2j6ba1	2j6b	d.321.1.1	Alpha and beta (a+b)	109	viruses	235266	Acidianus filamentous virus 1
d2j80a_	2j80	d.110.6.1	Alpha and beta (a+b)	129	bacteria	573	Klebsiella pneumoniae
d2j8ga1	2j8g	b.109.1.1	All beta	149	viruses	10747	Streptococcus phage Cp1
d2j8ka1	2j8k	b.80.8.1	All beta	175	bacteria	272131	Nostoc punctiforme
d2j97a_	2j97	b.140.1.0	All beta	98	viruses	11137	Human coronavirus 229E
d2j9wa_	2j9w	a.24.28.0	All alpha	101	eukaryota	8355	Xenopus laevis
d2jdia1	2jdi	a.69.1.1	All alpha	131	eukaryota	9913	Bos taurus
d2jdia2	2jdi	b.49.1.1	All beta	71	eukaryota	9913	Bos taurus
d2jdih1	2jdi	a.2.10.1	All alpha	45	eukaryota	9913	Bos taurus
d2jdqd_	2jdq	d.361.1.1	Alpha and beta (a+b)	63	eukaryota	9606	Homo sapiens
d2je6a2	2je6	d.101.1.1	Alpha and beta (a+b)	84	archaea	2287	Saccharolobus solfataricus
d2je6i2	2je6	b.84.4.2	All beta	59	archaea	2287	Saccharolobus solfataricus
d2jeka1	2jek	a.255.1.1	All alpha	140	bacteria	83332	Mycobacterium tuberculosis H37Rv
d2jfra_	2jfr	d.219.1.0	Alpha and beta (a+b)	234	bacteria	246196	Mycolicibacterium smegmatis MC2 155
d2jhfa2	2jhf	c.2.1.1	Alpha and beta (a/b)	176	eukaryota	9796	Equus caballus
d2jlia_	2jli	d.367.1.0	Alpha and beta (a+b)	100	bacteria	632	Yersinia pestis
d2liga_	2lig	a.24.2.1	All alpha	158	bacteria	90371	Salmonella enterica subsp. enterica serovar Typhimurium
d2mcma_	2mcm	b.1.7.1	All beta	112	bacteria	1917	Streptomyces macromomyceticus
d2mhra_	2mhr	a.24.4.1	All alpha	118	eukaryota	360549	Themiste hennahi
d2nlsa_	2nls	g.9.1.1	Small proteins	36	eukaryota	9606	Homo sapiens
d2nlva1	2nlv	d.326.1.1	Alpha and beta (a+b)	111	bacteria	240292	Trichormus variabilis ATCC 29413
d2nmla1	2nml	d.330.1.1	Alpha and beta (a+b)	100	eukaryota	9606	Homo sapiens
d2nn4a1	2nn4	a.272.1.1	All alpha	62	bacteria	1423	Bacillus subtilis
d2nnua_	2nnu	b.91.1.1	All beta	201	viruses	333760	Human papillomavirus type 16
d2nr5a1	2nr5	a.25.6.1	All alpha	60	bacteria	211586	Shewanella oneidensis MR-1
d2nsza1	2nsz	a.118.1.14	All alpha	129	eukaryota	10090	Mus musculus
d2ntka_	2ntk	d.153.2.1	Alpha and beta (a+b)	206	archaea	145262	Methanothermobacter thermautotrophicus
d2nuga1	2nug	a.149.1.1	All alpha	148	bacteria	63363	Aquifex aeolicus
d2nuga2	2nug	d.50.1.1	Alpha and beta (a+b)	68	bacteria	63363	Aquifex aeolicus
d2o2ka_	2o2k	d.173.1.0	Alpha and beta (a+b)	332	eukaryota	9606	Homo sapiens
d2o37a_	2o37	a.2.3.0	All alpha	81	eukaryota	559292	Saccharomyces cerevisiae S288C
d2o3bb_	2o3b	d.221.1.1	Alpha and beta (a+b)	135	bacteria	103690	Nostoc sp. PCC 7120 = FACHB-418
d2o5ha1	2o5h	d.363.1.1	Alpha and beta (a+b)	125	bacteria	122586	Neisseria meningitidis MC58
d2o6ka1	2o6k	a.60.15.1	All alpha	70	bacteria	196620	Staphylococcus aureus subsp. aureus MW2
d2o8sa1	2o8s	a.295.1.1	All alpha	220	bacteria	176299	Agrobacterium fabrum str. C58
d2o9sa_	2o9s	b.34.2.0	All beta	67	eukaryota	9606	Homo sapiens
d2o9ux_	2o9u	d.17.1.1	Alpha and beta (a+b)	95	eukaryota	3457	Dioscoreophyllum cumminsii
d2oa5a_	2oa5	d.362.1.1	Alpha and beta (a+b)	92	viruses	33708	Murid gammaherpesvirus 4
d2ob3a_	2ob3	c.1.9.3	Alpha and beta (a/b)	329	bacteria	293	Brevundimonas diminuta
d2ob5a1	2ob5	c.133.1.1	Alpha and beta (a/b)	147	bacteria	176299	Agrobacterium fabrum str. C58
d2od0a1	2od0	d.198.5.2	Alpha and beta (a+b)	103	bacteria	223926	Vibrio parahaemolyticus RIMD 2210633
d2odka1	2odk	d.306.1.1	Alpha and beta (a+b)	51	bacteria	915	Nitrosomonas europaea
d2oeba1	2oeb	a.70.2.1	All alpha	152	archaea	224325	Archaeoglobus fulgidus DSM 4304
d2ofca_	2ofc	b.97.1.2	All beta	141	eukaryota	39291	Athelia rolfsii
d2ogfa_	2ogf	d.316.1.0	Alpha and beta (a+b)	121	archaea	2190	Methanocaldococcus jannaschii
d2ohwa1	2ohw	d.79.8.1	Alpha and beta (a+b)	128	bacteria	1423	Bacillus subtilis
d2oizd_	2oiz	g.21.1.0	Small proteins	110	bacteria	511	Alcaligenes faecalis
d2okua1	2oku	a.48.5.1	All alpha	122	bacteria	242619	Porphyromonas gingivalis W83
d2oqza_	2oqz	b.100.1.1	All beta	215	bacteria	198094	Bacillus anthracis str. Ames
d2ot3a_	2ot3	a.222.1.1	All alpha	253	eukaryota	9606	Homo sapiens
d2otaa1	2ota	a.284.1.1	All alpha	62	bacteria	167879	Colwellia psychrerythraea 34H
d2ou3a1	2ou3	a.287.1.1	All alpha	160	bacteria	63737	Nostoc punctiforme PCC 73102
d2ouxa1	2oux	a.118.26.1	All alpha	130	bacteria	226185	Enterococcus faecalis V583
d2ov0a_	2ov0	b.6.1.1	All beta	105	bacteria	266	Paracoccus denitrificans
d2ox7a1	2ox7	b.172.1.1	All beta	143	bacteria	226185	Enterococcus faecalis V583
d2oy9a1	2oy9	a.276.1.1	All alpha	85	bacteria	272558	Bacillus halodurans C-125
d2p0ta1	2p0t	a.290.1.1	All alpha	148	bacteria	223283	Pseudomonas syringae pv. tomato str. DC3000
d2p12a1	2p12	b.175.1.1	All beta	165	bacteria	101510	Rhodococcus jostii RHA1
d2p1ma2	2p1m	a.157.1.0	All alpha	60	eukaryota	3702	Arabidopsis thaliana
d2p3ya1	2p3y	e.65.1.1	Multi-domain proteins (alpha and beta)	461	bacteria	223926	Vibrio parahaemolyticus RIMD 2210633
d2p62a1	2p62	e.67.1.1	Multi-domain proteins (alpha and beta)	241	archaea	70601	Pyrococcus horikoshii OT3
d2p6va1	2p6v	a.277.1.1	All alpha	97	eukaryota	9606	Homo sapiens
d2p74a_	2p74	e.3.1.1	Multi-domain proteins (alpha and beta)	263	bacteria	562	Escherichia coli
d2p8ia_	2p8i	d.58.55.1	Alpha and beta (a+b)	117	bacteria	266265	Paraburkholderia xenovorans LB400
d2p8qb_	2p8q	g.88.2.1	Small proteins	39	eukaryota	9606	Homo sapiens
d2p8ta2	2p8t	d.74.4.2	Alpha and beta (a+b)	117	archaea	70601	Pyrococcus horikoshii OT3
d2p90a1	2p90	c.56.8.1	Alpha and beta (a/b)	269	bacteria	196627	Corynebacterium glutamicum ATCC 13032
d2pbka_	2pbk	b.57.1.1	All beta	228	viruses	37296	Human gammaherpesvirus 8
d2phcb2	2phc	d.74.5.1	Alpha and beta (a+b)	84	archaea	70601	Pyrococcus horikoshii OT3
d2phna_	2phn	d.340.1.1	Alpha and beta (a+b)	248	archaea	224325	Archaeoglobus fulgidus DSM 4304
d2pifa1	2pif	d.382.1.1	Alpha and beta (a+b)	252	bacteria	223283	Pseudomonas syringae pv. tomato str. DC3000
d2pjua1	2pju	c.92.3.1	Alpha and beta (a/b)	186	bacteria	562	Escherichia coli
d2pk8a_	2pk8	d.274.1.1	Alpha and beta (a+b)	94	archaea	186497	Pyrococcus furiosus DSM 3638
d2pmra1	2pmr	a.8.11.1	All alpha	75	archaea	187420	Methanothermobacter thermautotrophicus str. Delta H
d2ppva_	2ppv	c.143.1.0	Alpha and beta (a/b)	325	bacteria	176280	Staphylococcus epidermidis ATCC 12228
d2prva1	2prv	d.369.1.1	Alpha and beta (a+b)	152	bacteria	1423	Bacillus subtilis
d2psba1	2psb	c.153.1.1	Alpha and beta (a/b)	290	bacteria	1423	Bacillus subtilis
d2pspa1	2psp	g.16.1.1	Small proteins	53	eukaryota	9823	Sus scrofa
d2pstx_	2pst	d.100.2.1	Alpha and beta (a+b)	61	bacteria	208964	Pseudomonas aeruginosa PAO1
d2pu9a_	2pu9	g.36.1.1	Small proteins	110	bacteria	1143	Synechocystis sp.
d2pv4a1	2pv4	a.286.1.1	All alpha	144	bacteria	326297	Shewanella amazonensis SB2B
d2pvba_	2pvb	a.39.1.4	All alpha	107	eukaryota	8010	Esox lucius
d2pwwa1	2pww	d.129.11.1	Alpha and beta (a+b)	114	bacteria	66692	Bacillus clausii KSM-K16
d2pyqa1	2pyq	a.279.1.1	All alpha	113	bacteria	290400	Jannaschia sp. CCS1
d2q0zx1	2q0z	a.289.1.1	All alpha	176	eukaryota	9606	Homo sapiens
d2q22a1	2q22	d.365.1.1	Alpha and beta (a+b)	130	bacteria	240292	Trichormus variabilis ATCC 29413
d2q2ga1	2q2g	b.4.1.0	All beta	83	eukaryota	353152	Cryptosporidium parvum Iowa II
d2q66a3	2q66	d.58.16.1	Alpha and beta (a+b)	172	eukaryota	4932	Saccharomyces cerevisiae
d2q6ka1	2q6k	c.132.1.0	Alpha and beta (a/b)	163	bacteria	369723	Salinispora tropica CNB-440
d2q6ka2	2q6k	b.141.1.0	All beta	86	bacteria	369723	Salinispora tropica CNB-440
d2qdla_	2qdl	b.40.7.0	All beta	154	bacteria	273068	Caldanaerobacter subterraneus subsp. tengcongensis MB4
d2qhfa_	2qhf	d.258.1.0	Alpha and beta (a+b)	392	bacteria	83332	Mycobacterium tuberculosis H37Rv
d2qklb_	2qkl	a.242.1.1	All alpha	90	eukaryota	4896	Schizosaccharomyces pombe
d2qsba1	2qsb	a.29.14.1	All alpha	85	archaea	273075	Thermoplasma acidophilum DSM 1728
d2quda_	2qud	d.85.1.1	Alpha and beta (a+b)	125	viruses	12023	Pseudomonas phage PP7
d2qupa_	2qup	a.24.29.0	All alpha	119	bacteria	86665	Bacillus halodurans
d2r0xa_	2r0x	b.45.1.0	All beta	156	bacteria	205914	Histophilus somni 129PT
d2r31a_	2r31	d.381.1.1	Alpha and beta (a+b)	236	bacteria	318586	Paracoccus denitrificans PD1222
d2r4qa1	2r4q	c.44.2.2	Alpha and beta (a/b)	101	bacteria	224308	Bacillus subtilis subsp. subtilis str. 168
d2r7511	2r75	c.32.1.1	Alpha and beta (a/b)	197	bacteria	63363	Aquifex aeolicus
d2r7512	2r75	d.79.2.1	Alpha and beta (a+b)	126	bacteria	63363	Aquifex aeolicus
d2rbka_	2rbk	c.108.1.10	Alpha and beta (a/b)	261	bacteria	226186	Bacteroides thetaiotaomicron VPI-5482
d2rdea1	2rde	b.45.2.1	All beta	110	bacteria	345073	Vibrio cholerae O395
d2rfra1	2rfr	d.17.4.28	Alpha and beta (a+b)	153	bacteria	279238	Novosphingobium aromaticivorans DSM 12444
d2rk3a_	2rk3	c.23.16.2	Alpha and beta (a/b)	186	eukaryota	9606	Homo sapiens
d2rkqa_	2rkq	d.118.1.0	Alpha and beta (a+b)	169	eukaryota	7227	Drosophila melanogaster
d2rlda1	2rld	a.29.16.1	All alpha	113	bacteria	226186	Bacteroides thetaiotaomicron VPI-5482
d2saka_	2sak	d.15.5.1	Alpha and beta (a+b)	121	bacteria	1280	Staphylococcus aureus
d2sici_	2sic	d.84.1.1	Alpha and beta (a+b)	107	bacteria	1390	Bacillus amyloliquefaciens
d2tpsa_	2tps	c.1.3.1	Alpha and beta (a/b)	226	bacteria	1423	Bacillus subtilis
d2uv4a_	2uv4	d.37.1.0	Alpha and beta (a+b)	143	eukaryota	9606	Homo sapiens
d2v3za1	2v3z	c.55.2.1	Alpha and beta (a/b)	176	bacteria	562	Escherichia coli
d2v6xa_	2v6x	a.7.14.0	All alpha	82	eukaryota	4932	Saccharomyces cerevisiae
d2v89a_	2v89	g.50.1.2	Small proteins	78	eukaryota	10090	Mus musculus
d2v8ta_	2v8t	a.25.1.3	All alpha	302	bacteria	262724	Thermus thermophilus HB27
d2v9la_	2v9l	c.74.1.1	Alpha and beta (a/b)	273	bacteria	562	Escherichia coli
d2vb1a_	2vb1	d.2.1.2	Alpha and beta (a+b)	129	eukaryota	9031	Gallus gallus
d2vdra_	2vdr	b.69.8.1	All beta	452	eukaryota	9606	Homo sapiens
d2vfxa_	2vfx	d.135.1.1	Alpha and beta (a+b)	203	eukaryota	9606	Homo sapiens
d2vhka_	2vhk	b.25.1.1	All beta	206	eukaryota	4621	Thaumatococcus daniellii
d2vn6b_	2vn6	a.139.1.0	All alpha	64	bacteria	1521	Ruminiclostridium cellulolyticum
d2vu9a2	2vu9	b.42.4.2	All beta	218	bacteria	36826	Clostridium botulinum A
d2vxna_	2vxn	c.1.1.1	Alpha and beta (a/b)	249	eukaryota	5665	Leishmania mexicana
d2w1va_	2w1v	d.160.1.0	Alpha and beta (a+b)	274	eukaryota	10090	Mus musculus
d2w6ka1	2w6k	c.151.1.1	Alpha and beta (a/b)	139	bacteria	287	Pseudomonas aeruginosa
d2wbma1	2wbm	d.235.1.0	Alpha and beta (a+b)	234	archaea	187420	Methanothermobacter thermautotrophicus str. Delta H
d2wbma2	2wbm	a.5.8.0	All alpha	75	archaea	187420	Methanothermobacter thermautotrophicus str. Delta H
d2wdsa_	2wds	d.150.1.0	Alpha and beta (a+b)	123	bacteria	1902	Streptomyces coelicolor
d2we5a_	2we5	c.73.1.1	Alpha and beta (a/b)	309	bacteria	1351	Enterococcus faecalis
d2wfia_	2wfi	b.62.1.1	All beta	172	eukaryota	9606	Homo sapiens
d2wkxa1	2wkx	a.20.1.1	All alpha	82	bacteria	83333	Escherichia coli K-12
d2wlva_	2wlv	a.73.1.1	All alpha	144	viruses	11713	Human immunodeficiency virus type 2 (ISOLATE D194)
d2wn9a_	2wn9	b.96.1.0	All beta	209	eukaryota	6500	Aplysia californica
d2wnpf_	2wnp	d.171.1.0	Alpha and beta (a+b)	217	eukaryota	9606	Homo sapiens
d2woea_	2woe	a.209.1.0	All alpha	291	bacteria	1085	Rhodospirillum rubrum
d2wqka_	2wqk	c.106.1.0	Alpha and beta (a/b)	248	bacteria	224324	Aquifex aeolicus VF5
d2wura_	2wur	d.22.1.1	Alpha and beta (a+b)	226	eukaryota	6100	Aequorea victoria
d2wyta_	2wyt	b.1.8.1	All beta	153	eukaryota	9606	Homo sapiens
d2wzka_	2wzk	a.118.17.0	All alpha	369	eukaryota	10090	Mus musculus
d2x42a3	2x42	b.1.31.1	All beta	122	bacteria	309803	Thermotoga neapolitana DSM 4359
d2x5oa1	2x5o	c.5.1.0	Alpha and beta (a/b)	93	bacteria	668369	Escherichia coli DH5[alpha]
d2x5oa2	2x5o	c.72.2.1	Alpha and beta (a/b)	204	bacteria	668369	Escherichia coli DH5[alpha]
d2x5oa3	2x5o	c.59.1.0	Alpha and beta (a/b)	142	bacteria	668369	Escherichia coli DH5[alpha]
d2xhia1	2xhi	d.129.1.0	Alpha and beta (a+b)	126	eukaryota	9606	Homo sapiens
d2xi8a_	2xi8	a.35.1.3	All alpha	66	bacteria	1351	Enterococcus faecalis
d2xjpa_	2xjp	b.179.1.2	All beta	258	eukaryota	559292	Saccharomyces cerevisiae S288C
d2xola_	2xol	a.184.1.1	All alpha	168	archaea	2234	Archaeoglobus fulgidus
d2xova_	2xov	f.51.1.1	Membrane and cell surface proteins and peptides	181	bacteria	469008	Escherichia coli BL21(DE3)
d2xu3a_	2xu3	d.3.1.0	Alpha and beta (a+b)	220	eukaryota	9606	Homo sapiens
d2xw6a_	2xw6	c.24.1.2	Alpha and beta (a/b)	130	bacteria	405418	Thermus sp. GH5
d2xzga1	2xzg	b.69.6.1	All beta	358	eukaryota	9606	Homo sapiens
d2y5fl_	2y5f	g.3.11.1	Small proteins	54	eukaryota	9606	Homo sapiens
d2y71a_	2y71	c.23.13.1	Alpha and beta (a/b)	138	bacteria	1773	Mycobacterium tuberculosis
d2y8ya1	2y8y	d.58.53.0	Alpha and beta (a+b)	201	bacteria	300852	Thermus thermophilus HB8
d2yima_	2yim	c.123.1.1	Alpha and beta (a/b)	355	bacteria	83332	Mycobacterium tuberculosis H37Rv
d2ykza_	2ykz	a.24.3.2	All alpha	126	bacteria	85698	Achromobacter xylosoxidans
d2ylba_	2ylb	b.38.1.2	All beta	65	bacteria	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
d2z16a_	2z16	a.95.1.1	All alpha	153	viruses	11320	Influenza A virus
d2z51a1	2z51	d.52.8.0	Alpha and beta (a+b)	82	eukaryota	3702	Arabidopsis thaliana
d2z7fi_	2z7f	g.3.14.0	Small proteins	50	eukaryota	9606	Homo sapiens
d2za4b_	2za4	c.9.1.1	Alpha and beta (a/b)	89	bacteria	1390	Bacillus amyloliquefaciens
d2zcwa2	2zcw	b.82.3.2	All beta	112	bacteria	274	Thermus thermophilus
d2zw2a_	2zw2	d.284.1.0	Alpha and beta (a+b)	85	archaea	111955	Sulfurisphaera tokodaii
d3a38a_	3a38	g.35.1.1	Small proteins	83	bacteria	1050	Thermochromatium tepidum
d3a4ra_	3a4r	d.15.1.0	Alpha and beta (a+b)	79	eukaryota	10090	Mus musculus
d3a9sa1	3a9s	c.85.1.0	Alpha and beta (a/b)	359	bacteria	33936	Aeribacillus pallidus
d3a9sa2	3a9s	b.43.2.0	All beta	230	bacteria	33936	Aeribacillus pallidus
d3aa0a_	3aa0	e.43.1.1	Multi-domain proteins (alpha and beta)	270	eukaryota	9031	Gallus gallus
d3ag3c_	3ag3	f.25.1.1	Membrane and cell surface proteins and peptides	259	eukaryota	9913	Bos taurus
d3ag3d_	3ag3	f.23.1.1	Membrane and cell surface proteins and peptides	144	eukaryota	9913	Bos taurus
d3ag3e_	3ag3	a.118.11.1	All alpha	105	eukaryota	9913	Bos taurus
d3ag3g_	3ag3	f.23.2.1	Membrane and cell surface proteins and peptides	84	eukaryota	9913	Bos taurus
d3ag3h_	3ag3	a.51.1.1	All alpha	79	eukaryota	9913	Bos taurus
d3ag3i_	3ag3	f.23.3.1	Membrane and cell surface proteins and peptides	73	eukaryota	9913	Bos taurus
d3ag3j_	3ag3	f.23.4.1	Membrane and cell surface proteins and peptides	58	eukaryota	9913	Bos taurus
d3ag3k_	3ag3	f.23.5.1	Membrane and cell surface proteins and peptides	49	eukaryota	9913	Bos taurus
d3ag3l_	3ag3	f.23.6.1	Membrane and cell surface proteins and peptides	46	eukaryota	9913	Bos taurus
d3ag3m_	3ag3	f.23.7.1	Membrane and cell surface proteins and peptides	43	eukaryota	9913	Bos taurus
d3agna_	3agn	d.1.1.4	Alpha and beta (a+b)	114	eukaryota	5271	Ustilago sphaerogena
d3amra_	3amr	b.68.3.1	All beta	352	bacteria	1423	Bacillus subtilis
d3ar4a2	3ar4	b.82.7.1	All beta	115	eukaryota	9986	Oryctolagus cuniculus
d3ar4a4	3ar4	d.220.1.1	Alpha and beta (a+b)	239	eukaryota	9986	Oryctolagus cuniculus
d3arcb_	3arc	f.55.1.1	Membrane and cell surface proteins and peptides	504	bacteria	32053	Thermosynechococcus vulcanus
d3arce_	3arc	f.23.38.1	Membrane and cell surface proteins and peptides	81	bacteria	32053	Thermosynechococcus vulcanus
d3arch_	3arc	f.23.33.1	Membrane and cell surface proteins and peptides	65	bacteria	32053	Thermosynechococcus vulcanus
d3arci_	3arc	f.23.37.1	Membrane and cell surface proteins and peptides	38	bacteria	32053	Thermosynechococcus vulcanus
d3arck_	3arc	f.23.36.1	Membrane and cell surface proteins and peptides	37	bacteria	32053	Thermosynechococcus vulcanus
d3awua_	3awu	a.86.1.3	All alpha	278	bacteria	79261	Streptomyces castaneoglobisporus
d3awub_	3awu	d.386.1.1	Alpha and beta (a+b)	78	bacteria	79261	Streptomyces castaneoglobisporus
d3axja_	3axj	a.118.16.0	All alpha	225	eukaryota	7227	Drosophila melanogaster
d3b0ga1	3b0g	d.58.36.0	Alpha and beta (a+b)	157	eukaryota	4097	Nicotiana tabacum
d3b0ga2	3b0g	d.134.1.0	Alpha and beta (a+b)	171	eukaryota	4097	Nicotiana tabacum
d3b64a_	3b64	d.80.1.0	Alpha and beta (a+b)	112	eukaryota	5664	Leishmania major
d3bbba_	3bbb	d.58.6.1	Alpha and beta (a+b)	151	eukaryota	9606	Homo sapiens
d3bhda_	3bhd	d.63.1.2	Alpha and beta (a+b)	211	eukaryota	9606	Homo sapiens
d3bhpa_	3bhp	a.2.21.1	All alpha	52	bacteria	1423	Bacillus subtilis
d3bi1a2	3bi1	c.8.4.1	Alpha and beta (a/b)	233	eukaryota	9606	Homo sapiens
d3bn0a1	3bn0	d.27.1.1	Alpha and beta (a+b)	95	bacteria	63363	Aquifex aeolicus
d3bofa2	3bof	c.1.26.1	Alpha and beta (a/b)	300	bacteria	2336	Thermotoga maritima
d3bp3a_	3bp3	d.95.1.1	Alpha and beta (a+b)	81	bacteria	562	Escherichia coli
d3bqoa_	3bqo	a.146.1.1	All alpha	202	eukaryota	9606	Homo sapiens
d3brda3	3brd	b.42.7.1	All beta	157	eukaryota	6239	Caenorhabditis elegans
d3bula1	3bul	a.46.1.1	All alpha	90	bacteria	562	Escherichia coli
d3buxb2	3bux	a.48.1.1	All alpha	130	eukaryota	9606	Homo sapiens
d3bvua1	3bvu	a.8.3.1	All alpha	111	eukaryota	7227	Drosophila melanogaster
d3bvua2	3bvu	b.30.5.6	All beta	522	eukaryota	7227	Drosophila melanogaster
d3bwud_	3bwu	b.167.1.1	All beta	121	bacteria	83333	Escherichia coli K-12
d3bypa1	3byp	d.52.9.1	Alpha and beta (a+b)	82	bacteria	274	Thermus thermophilus
d3byqa1	3byq	d.79.9.1	Alpha and beta (a+b)	191	bacteria	257310	Bordetella bronchiseptica RB50
d3bzka3	3bzk	a.294.1.1	All alpha	322	bacteria	287	Pseudomonas aeruginosa
d3c7xa_	3c7x	b.66.1.0	All beta	196	eukaryota	9606	Homo sapiens
d3c8ga1	3c8g	a.285.1.1	All alpha	165	bacteria	198215	Shigella flexneri 2a str. 2457T
d3c8wa1	3c8w	d.347.1.1	Alpha and beta (a+b)	250	bacteria	272624	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
d3c8ya1	3c8y	c.96.1.1	Alpha and beta (a/b)	365	bacteria	1501	Clostridium pasteurianum
d3c9ua2	3c9u	d.139.1.1	Alpha and beta (a+b)	169	bacteria	63363	Aquifex aeolicus
d3ci0k1	3ci0	a.60.16.1	All alpha	64	bacteria	562	Escherichia coli
d3ci3a_	3ci3	a.25.2.0	All alpha	188	bacteria	1598	Lactobacillus reuteri
d3cima_	3cim	d.58.56.1	Alpha and beta (a+b)	94	bacteria	1143	Synechocystis sp.
d3cjsb1	3cjs	d.47.1.1	Alpha and beta (a+b)	70	bacteria	300852	Thermus thermophilus HB8
d3cr3a1	3cr3	a.208.1.1	All alpha	192	bacteria	272623	Lactococcus lactis subsp. lactis Il1403
d3ct6a1	3ct6	c.54.1.2	Alpha and beta (a/b)	123	bacteria	1358	Lactococcus lactis
d3cu9a_	3cu9	b.67.2.1	All beta	314	bacteria	1422	Geobacillus stearothermophilus
d3cwca_	3cwc	c.141.1.0	Alpha and beta (a/b)	369	bacteria	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
d3czza_	3czz	b.89.1.1	All beta	101	bacteria	45916	Nostoc ellipsosporum
d3d06a_	3d06	b.2.5.2	All beta	179	eukaryota	9606	Homo sapiens
